rs_id 	 so_term 	 ensembl_gene_ids 	 gene_symbols 	 distance 	 is_regulatory
rs7800244 	 nearest_gene_five_prime_end 	 ENSG00000136205 	 TNS3 	 -157812 	 
rs7800418 	 nearest_gene_five_prime_end 	 ENSG00000086300 	 SNX10 	 -274490 	 
rs7800668 	 intron_variant 	 ENSG00000077063 	 CTTNBP2 	 0 	 
rs780092 	 intron_variant 	 ENSG00000084734 	 GCKR 	 0 	 
rs780093 	 intron_variant 	 ENSG00000084734 	 GCKR 	 0 	 
rs780094 	 intron_variant 	 ENSG00000084734 	 GCKR 	 0 	 
rs7800944 	 intron_variant 	 ENSG00000009950 	 MLXIPL 	 0 	 
rs7801190 	 nearest_gene_five_prime_end 	 ENSG00000087077 	 TRIP6 	 -6667 	 
rs7801303 	 nearest_gene_five_prime_end 	 ENSG00000175600 	 SUGCT 	 -743493 	 
rs7801375 	 nearest_gene_five_prime_end 	 ENSG00000128567 	 PODXL 	 -324286 	 
rs780151 	 intron_variant 	 ENSG00000108175 	 ZMIZ1 	 0 	 
rs7801534 	 nearest_gene_five_prime_end 	 ENSG00000188730 	 VWC2 	 -483577 	 
rs78015633 	 intron_variant 	 ENSG00000148948 	 LRRC4C 	 0 	 
rs78015699 	 intron_variant 	 ENSG00000130513 	 GDF15 	 0 	 
rs780159 	 intron_variant 	 ENSG00000108175 	 ZMIZ1 	 0 	 
rs780179 	 intron_variant 	 ENSG00000154162 	 CDH12 	 0 	 
rs7802124 	 nearest_gene_five_prime_end 	 ENSG00000105974 	 CAV1 	 -41074 	 
rs78022502 	 3_prime_UTR_variant 	 ENSG00000072163 	 LIMS2 	 0 	 
rs7802263 	 nearest_gene_five_prime_end 	 ENSG00000170775 	 GPR37 	 -21354 	 
rs7804356 	 intron_variant 	 ENSG00000005020 	 SKAP2 	 0 	 
rs7805747 	 intron_variant 	 ENSG00000106617 	 PRKAG2 	 0 	 
rs7805803 	 nearest_gene_five_prime_end 	 ENSG00000042813 	 ZPBP 	 -64465 	 
rs7806994 	 intron_variant 	 ENSG00000129103 	 SUMF2 	 0 	 
rs7807268 	 nearest_gene_five_prime_end 	 ENSG00000170279 	 C7orf33 	 -29609 	 
rs7807274 	 intron_variant 	 ENSG00000128585 	 MKLN1 	 0 	 
rs7807441 	 nearest_gene_five_prime_end 	 ENSG00000126524 	 SBDS 	 -728199 	 regulatory
rs7808424 	 intron_variant 	 ENSG00000154438 	 ASZ1 	 0 	 
rs7808970 	 upstream_gene_variant 	 ENSG00000166924,ENSG00000166925 	 NYAP1,TSC22D4 	 0 	 
rs7809234 	 nearest_gene_five_prime_end 	 ENSG00000132436 	 FIGNL1 	 -145 	 
rs7809615 	 nearest_gene_five_prime_end 	 ENSG00000272647 	 GS1-259H13.11 	 -28486 	 
rs7809799 	 nearest_gene_five_prime_end 	 ENSG00000198742 	 SMURF1 	 -18780 	 regulatory
rs7810727 	 intron_variant 	 ENSG00000059377 	 TBXAS1 	 0 	 
rs7811653 	 nearest_gene_five_prime_end 	 ENSG00000146674 	 IGFBP3 	 -440796 	 
rs7812088 	 intron_variant 	 ENSG00000033050 	 ABCF2 	 0 	 
rs7812879 	 nearest_gene_five_prime_end 	 ENSG00000154319 	 FAM167A 	 -7956 	 
rs7814319 	 intron_variant 	 ENSG00000156469 	 MTERF3 	 0 	 
rs7814403 	 nearest_gene_five_prime_end 	 ENSG00000215262 	 KCNU1 	 -182388 	 
rs7814749 	 intron_variant 	 ENSG00000170289 	 CNGB3 	 0 	 
rs78153629 	 upstream_gene_variant 	 ENSG00000128944 	 KNSTRN 	 0 	 
rs7815720 	 intron_variant 	 ENSG00000164756 	 SLC30A8 	 0 	 
rs7815788 	 nearest_gene_five_prime_end 	 ENSG00000170786 	 SDR16C5 	 -54315 	 
rs7815909 	 nearest_gene_five_prime_end 	 ENSG00000170786 	 SDR16C5 	 -32973 	 
rs7815944 	 nearest_gene_five_prime_end 	 ENSG00000280151 	 FKSG59 	 -297260 	 
rs7816032 	 intron_variant 	 ENSG00000175445 	 LPL 	 0 	 
rs7816345 	 nearest_gene_five_prime_end 	 ENSG00000215262 	 KCNU1 	 -204266 	 
rs7816613 	 intron_variant 	 ENSG00000104490 	 NCALD 	 0 	 
rs7816924 	 intron_variant 	 ENSG00000147408 	 CSGALNACT1 	 0 	 
rs7816936 	 nearest_gene_five_prime_end 	 ENSG00000183117 	 CSMD1 	 -218917 	 
rs7817714 	 intron_variant 	 ENSG00000104490 	 NCALD 	 0 	 
rs7818382 	 intron_variant 	 ENSG00000156170 	 NDUFAF6 	 0 	 
rs781856 	 intron_variant 	 ENSG00000074755 	 ZZEF1 	 0 	 
rs7818688 	 intron_variant 	 ENSG00000156170 	 NDUFAF6 	 0 	 
rs78192384 	 nearest_gene_five_prime_end 	 ENSG00000101577 	 LPIN2 	 -28083 	 
rs7819412 	 intron_variant 	 ENSG00000171044 	 XKR6 	 0 	 
rs7819570 	 nearest_gene_five_prime_end 	 ENSG00000156103 	 MMP16 	 -248371 	 
rs7819815 	 nearest_gene_five_prime_end 	 ENSG00000008513 	 ST3GAL1 	 -441976 	 
rs7819988 	 nearest_gene_five_prime_end 	 ENSG00000172164 	 SNTB1 	 -385376 	 
rs7820074 	 nearest_gene_five_prime_end 	 ENSG00000104497 	 SNX16 	 -173496 	 
rs7821178 	 nearest_gene_five_prime_end 	 ENSG00000164751 	 PEX2 	 -180556 	 
rs7821565 	 nearest_gene_five_prime_end 	 ENSG00000147485 	 PXDNL 	 -505243 	 
rs7822058 	 nearest_gene_five_prime_end 	 ENSG00000023287 	 RB1CC1 	 -26457 	 
rs7822232 	 upstream_gene_variant 	 ENSG00000179091 	 CYC1 	 0 	 
rs7822239 	 intron_variant 	 ENSG00000132297 	 HHLA1 	 0 	 
rs7823467 	 nearest_gene_five_prime_end 	 ENSG00000198846 	 TOX 	 -46966 	 
rs7823724 	 intron_variant 	 ENSG00000167632 	 TRAPPC9 	 0 	 
rs7823896 	 nearest_gene_five_prime_end 	 ENSG00000174417 	 TRHR 	 -118415 	 
rs7824557 	 nearest_gene_five_prime_end 	 ENSG00000104643 	 MTMR9 	 -37814 	 
rs7825175 	 intron_variant 	 ENSG00000157168 	 NRG1 	 0 	 
rs7825271 	 intron_variant 	 ENSG00000165084 	 C8orf34 	 0 	 
rs782590 	 intron_variant 	 ENSG00000275052 	 PPP4R3B 	 0 	 
rs7826222 	 nearest_gene_five_prime_end 	 ENSG00000175806 	 MSRA 	 -51698 	 
rs7826834 	 intron_variant 	 ENSG00000177182 	 CLVS1 	 0 	 
rs7826906 	 intron_variant 	 ENSG00000172167 	 MTBP 	 0 	 
rs7827290 	 intron_variant 	 ENSG00000022567 	 SLC45A4 	 0 	 
rs7827545 	 intron_variant 	 ENSG00000066827 	 ZFAT 	 0 	 
rs7828089 	 intron_variant 	 ENSG00000104635 	 SLC39A14 	 0 	 
rs7828501 	 intron_variant 	 ENSG00000183117 	 CSMD1 	 0 	 
rs7829127 	 intron_variant 	 ENSG00000165061 	 ZMAT4 	 0 	 
rs782971 	 nearest_gene_five_prime_end 	 ENSG00000172262 	 ZNF131 	 -59409 	 
rs7829987 	 intron_variant 	 ENSG00000104213 	 PDGFRL 	 0 	 
rs7830341 	 nearest_gene_five_prime_end 	 ENSG00000212993 	 POU5F1B 	 -316605 	 
rs7830371 	 intron_variant 	 ENSG00000177182 	 CLVS1 	 0 	 
rs783147 	 intron_variant 	 ENSG00000122194 	 PLG 	 0 	 
rs78315000 	 intron_variant 	 ENSG00000046889 	 PREX2 	 0 	 
rs78322266 	 intron_variant 	 ENSG00000196628 	 TCF4 	 0 	 
rs7832232 	 nearest_gene_five_prime_end 	 ENSG00000196166 	 C8orf86 	 -83122 	 
rs7832443 	 nearest_gene_five_prime_end 	 ENSG00000132294 	 EFR3A 	 -29892 	 
rs7832552 	 intron_variant 	 ENSG00000174417 	 TRHR 	 0 	 
rs7832643 	 intron_variant 	 ENSG00000178209 	 PLEC 	 0 	 
rs7833268 	 nearest_gene_five_prime_end 	 ENSG00000159167 	 STC1 	 -106366 	 
rs7833787 	 intron_variant 	 ENSG00000156011 	 PSD3 	 0 	 
rs783396 	 missense_variant 	 ENSG00000112297 	 AIM1 	 0 	 
rs7833986 	 intron_variant 	 ENSG00000181690 	 PLAG1 	 0 	 
rs7834018 	 nearest_gene_five_prime_end 	 ENSG00000178860 	 MSC 	 -194961 	 
rs7834588 	 intron_variant 	 ENSG00000185942 	 NKAIN3 	 0 	 
rs7834765 	 nearest_gene_five_prime_end 	 ENSG00000170961 	 HAS2 	 -377724 	 regulatory
rs7835385 	 intron_variant 	 ENSG00000169436 	 COL22A1 	 0 	 
rs78356356 	 intron_variant 	 ENSG00000187098 	 MITF 	 0 	 
rs7837045 	 nearest_gene_five_prime_end 	 ENSG00000184489 	 PTP4A3 	 -138831 	 regulatory
rs7837688 	 nearest_gene_five_prime_end 	 ENSG00000279524 	 AC108925.1 	 -103542 	 
rs7837791 	 nearest_gene_five_prime_end 	 ENSG00000198846 	 TOX 	 -147318 	 
rs78378222 	 3_prime_UTR_variant 	 ENSG00000141510 	 TP53 	 0 	 
rs7838490 	 nearest_gene_five_prime_end 	 ENSG00000156103 	 MMP16 	 -244793 	 
rs7839040 	 nearest_gene_five_prime_end 	 ENSG00000104497 	 SNX16 	 -139204 	 
rs7839059 	 nearest_gene_five_prime_end 	 ENSG00000164761 	 TNFRSF11B 	 -12102 	 
rs7839488 	 intron_variant 	 ENSG00000172164 	 SNTB1 	 0 	 
rs78394940 	 intron_variant 	 ENSG00000038532 	 CLEC16A 	 0 	 
rs78411303 	 3_prime_UTR_variant 	 ENSG00000173200 	 PARP15 	 0 	 
rs7841189 	 nearest_gene_five_prime_end 	 ENSG00000175445 	 LPL 	 -86147 	 
rs784288 	 intron_variant 	 ENSG00000085276 	 MECOM 	 0 	 
rs7843479 	 intron_variant 	 ENSG00000130227 	 XPO7 	 0 	 
rs784411 	 intron_variant 	 ENSG00000103995 	 CEP152 	 0 	 
rs784420 	 nearest_gene_five_prime_end 	 ENSG00000113273 	 ARSB 	 -294386 	 
rs7844537 	 intron_variant 	 ENSG00000197892 	 KIF13B 	 0 	 
rs7844647 	 nearest_gene_five_prime_end 	 ENSG00000156687 	 UNC5D 	 -589199 	 
rs7844723 	 nearest_gene_five_prime_end 	 ENSG00000170961 	 HAS2 	 -254873 	 
rs7845056 	 nearest_gene_five_prime_end 	 ENSG00000171045 	 TSNARE1 	 -463870 	 
rs7845219 	 intron_variant 	 ENSG00000156170 	 NDUFAF6 	 0 	 
rs7846385 	 nearest_gene_five_prime_end 	 ENSG00000164751 	 PEX2 	 -246898 	 
rs7846606 	 nearest_gene_five_prime_end 	 ENSG00000091656 	 ZFHX4 	 -85841 	 
rs7847231 	 nearest_gene_five_prime_end 	 ENSG00000173077 	 DEC1 	 -304973 	 
rs7847271 	 intron_variant 	 ENSG00000041982 	 TNC 	 0 	 
rs7848024 	 nearest_gene_five_prime_end 	 ENSG00000155833 	 CYLC2 	 -184556 	 
rs7849270 	 intron_variant 	 ENSG00000119383 	 PPP2R4 	 0 	 
rs7849420 	 nearest_gene_five_prime_end 	 ENSG00000184995 	 IFNE 	 -17311 	 
rs7849530 	 nearest_gene_five_prime_end 	 ENSG00000090054 	 SPTLC1 	 -50068 	 
rs7849581 	 intron_variant 	 ENSG00000153707 	 PTPRD 	 0 	 
rs7849585 	 intron_variant 	 ENSG00000165661 	 QSOX2 	 0 	 
rs7849973 	 nearest_gene_five_prime_end 	 ENSG00000176399 	 DMRTA1 	 -372735 	 
rs7850258 	 nearest_gene_five_prime_end 	 ENSG00000178919 	 FOXE1 	 -66523 	 regulatory
rs7851693 	 intron_variant 	 ENSG00000107164 	 FUBP3 	 0 	 
rs7852296 	 intron_variant 	 ENSG00000119522 	 DENND1A 	 0 	 
rs7852872 	 intron_variant 	 ENSG00000148219 	 ASTN2 	 0 	 
rs7853287 	 3_prime_UTR_variant 	 ENSG00000181634 	 TNFSF15 	 0 	 
rs7853377 	 downstream_gene_variant 	 ENSG00000165118 	 C9orf64 	 0 	 
rs78536982 	 nearest_gene_five_prime_end 	 ENSG00000168216 	 LMBRD1 	 -324293 	 
rs78537600 	 intron_variant 	 ENSG00000173610,ENSG00000270386,ENSG00000173610,ENSG00000270386 	 UGT2A1,UGT2A1,UGT2A1,UGT2A1 	 0 	 
rs7853844 	 intron_variant 	 ENSG00000173077 	 DEC1 	 0 	 
rs7853970 	 nearest_gene_five_prime_end 	 ENSG00000178966 	 RMI1 	 -119939 	 
rs785422 	 intron_variant 	 ENSG00000104067 	 TJP1 	 0 	 
rs78546022 	 downstream_gene_variant 	 ENSG00000131019 	 ULBP3 	 0 	 
rs7855088 	 upstream_gene_variant 	 ENSG00000136938 	 ANP32B 	 0 	 
rs78556816 	 intron_variant 	 ENSG00000273398,ENSG00000115946 	 HZGJ,PNO1 	 0 	 
rs7856367 	 intron_variant 	 ENSG00000185681 	 MORN5 	 0 	 
rs7856675 	 intron_variant 	 ENSG00000106688 	 SLC1A1 	 0 	 
rs7860634 	 intron_variant 	 ENSG00000107187 	 LHX3 	 0 	 
rs7861820 	 nearest_gene_five_prime_end 	 ENSG00000095209 	 TMEM38B 	 -479848 	 
rs7863100 	 intron_variant 	 ENSG00000178031 	 ADAMTSL1 	 0 	 
rs78640361 	 nearest_gene_five_prime_end 	 ENSG00000145354 	 CISD2 	 -12029 	 
rs7864204 	 nearest_gene_five_prime_end 	 ENSG00000181778 	 TMEM252 	 -73395 	 
rs786425 	 upstream_gene_variant 	 ENSG00000111364 	 DDX55 	 0 	 
rs7864648 	 nearest_gene_five_prime_end 	 ENSG00000205549 	 C9orf92 	 -92420 	 regulatory
rs78647349 	 intron_variant 	 ENSG00000152953 	 STK32B 	 0 	 
rs7865146 	 upstream_gene_variant 	 ENSG00000106991 	 ENG 	 0 	 
rs7865468 	 intron_variant 	 ENSG00000153707 	 PTPRD 	 0 	 
rs7865618 	 nearest_gene_five_prime_end 	 ENSG00000147883 	 CDKN2B 	 -21642 	 
rs7866070 	 intron_variant 	 ENSG00000167157 	 PRRX2 	 0 	 
rs78661745 	 nearest_gene_five_prime_end 	 ENSG00000090402 	 SI 	 -941214 	 
rs7867155 	 nearest_gene_five_prime_end 	 ENSG00000275465 	 RP11-569G13.3 	 -50879 	 
rs7867456 	 upstream_gene_variant 	 ENSG00000188921 	 HACD4 	 0 	 
rs78683678 	 nearest_gene_five_prime_end 	 ENSG00000196504 	 PRPF40A 	 -174856 	 
rs786870 	 intron_variant 	 ENSG00000077420 	 APBB1IP 	 0 	 
rs7868992 	 intron_variant 	 ENSG00000196739 	 COL27A1 	 0 	 
rs7869550 	 intron_variant 	 ENSG00000182752 	 PAPPA 	 0 	 
rs7870657 	 nearest_gene_five_prime_end 	 ENSG00000119139 	 TJP2 	 -12054 	 
rs7870753 	 nearest_gene_five_prime_end 	 ENSG00000130956 	 HABP4 	 -10898 	 
rs78707713 	 intron_variant 	 ENSG00000099282 	 TSPAN15 	 0 	 
rs7870863 	 nearest_gene_five_prime_end 	 ENSG00000153707 	 PTPRD 	 -523561 	 
rs7871764 	 nearest_gene_five_prime_end 	 ENSG00000137073 	 UBAP2 	 -22593 	 regulatory
rs7872515 	 intron_variant 	 ENSG00000090054 	 SPTLC1 	 0 	 
rs787274 	 intron_variant 	 ENSG00000148158 	 SNX30 	 0 	 
rs7873102 	 intron_variant 	 ENSG00000107338 	 SHB 	 0 	 
rs78736162 	 intron_variant 	 ENSG00000183486 	 MX2 	 0 	 
rs7873730 	 intron_variant 	 ENSG00000173258 	 ZNF483 	 0 	 
rs7874142 	 intron_variant 	 ENSG00000130635 	 COL5A1 	 0 	 
rs78792420 	 nearest_gene_five_prime_end 	 ENSG00000109610 	 SOD3 	 -13254 	 
rs78797168 	 intron_variant 	 ENSG00000197081 	 IGF2R 	 0 	 
rs78798963 	 intron_variant 	 ENSG00000140470 	 ADAMTS17 	 0 	 
rs7879933 	 intron_variant 	 ENSG00000077721 	 UBE2A 	 0 	 
rs788076 	 nearest_gene_five_prime_end 	 ENSG00000120563 	 LYZL1 	 -241141 	 
rs7883190 	 nearest_gene_five_prime_end 	 ENSG00000147257 	 GPC3 	 -5868 	 
rs788338 	 intron_variant 	 ENSG00000105357 	 MYH14 	 0 	 
rs78842347 	 nearest_gene_five_prime_end 	 ENSG00000044459 	 CNTLN 	 -125114 	 
rs78852656 	 nearest_gene_five_prime_end 	 ENSG00000152137 	 HSPB8 	 -3549 	 
rs7885458 	 nearest_gene_five_prime_end 	 ENSG00000146938 	 NLGN4X 	 -73569 	 
rs78867184 	 intron_variant 	 ENSG00000186153 	 WWOX 	 0 	 
rs788867 	 nearest_gene_five_prime_end 	 ENSG00000138669 	 PRKG2 	 -13734 	 
rs7890572 	 intron_variant 	 ENSG00000169306 	 IL1RAPL1 	 0 	 
rs7892161 	 intron_variant 	 ENSG00000171004 	 HS6ST2 	 0 	 
rs78925264 	 intron_variant 	 ENSG00000153707 	 PTPRD 	 0 	 
rs7892812 	 nearest_gene_five_prime_end 	 ENSG00000205642 	 VCX3B 	 -38618 	 
rs7893279 	 intron_variant 	 ENSG00000165995 	 CACNB2 	 0 	 
rs7893600 	 nearest_gene_five_prime_end 	 ENSG00000168267 	 PTF1A 	 -46512 	 
rs7895244 	 intron_variant 	 ENSG00000155629 	 PIK3AP1 	 0 	 
rs7895372 	 missense_variant 	 ENSG00000077943 	 ITGA8 	 0 	 
rs789560 	 intron_variant 	 ENSG00000166268 	 MYRFL 	 0 	 
rs7896133 	 intron_variant 	 ENSG00000108242 	 CYP2C18 	 0 	 
rs7896518 	 intron_variant 	 ENSG00000171988 	 JMJD1C 	 0 	 
rs7896691 	 intron_variant 	 ENSG00000067057 	 PFKP 	 0 	 
rs7896729 	 nearest_gene_five_prime_end 	 ENSG00000178473 	 UCN3 	 -52295 	 
rs7896783 	 intron_variant 	 ENSG00000171988 	 JMJD1C 	 0 	 
rs7897194 	 nearest_gene_five_prime_end 	 ENSG00000204683 	 C10orf113 	 -643154 	 
rs78972067 	 nearest_gene_five_prime_end 	 ENSG00000168040 	 FADD 	 -9149 	 
rs78975256 	 nearest_gene_five_prime_end 	 ENSG00000184838 	 PRR16 	 -416063 	 
rs7897633 	 intron_variant 	 ENSG00000185532 	 PRKG1 	 0 	 
rs7897654 	 downstream_gene_variant 	 ENSG00000214435 	 AS3MT 	 0 	 
rs78979090 	 nearest_gene_five_prime_end 	 ENSG00000184838 	 PRR16 	 -120525 	 
rs789852 	 intron_variant 	 ENSG00000145014 	 TMEM44 	 0 	 
rs7899101 	 nearest_gene_five_prime_end 	 ENSG00000178363 	 CALML3 	 -42229 	 regulatory
rs7899106 	 intron_variant 	 ENSG00000182771 	 GRID1 	 0 	 
rs789942 	 nearest_gene_five_prime_end 	 ENSG00000198225 	 FKBP1C 	 -118163 	 
rs790006 	 intron_variant 	 ENSG00000174206 	 C12orf66 	 0 	 
rs7900239 	 nearest_gene_five_prime_end 	 ENSG00000108175 	 ZMIZ1 	 -313711 	 regulatory
rs7900909 	 nearest_gene_five_prime_end 	 ENSG00000171988 	 JMJD1C 	 -1166864 	 
rs790110 	 nearest_gene_five_prime_end 	 ENSG00000173193 	 PARP14 	 -15445 	 
rs790116 	 nearest_gene_five_prime_end 	 ENSG00000173193 	 PARP14 	 -18542 	 
rs790123 	 nearest_gene_five_prime_end 	 ENSG00000173193 	 PARP14 	 -10472 	 regulatory
rs7901695 	 intron_variant 	 ENSG00000148737 	 TCF7L2 	 0 	 
rs7902091 	 intron_variant 	 ENSG00000183230 	 CTNNA3 	 0 	 
rs7902627 	 nearest_gene_five_prime_end 	 ENSG00000150093 	 ITGB1 	 -110366 	 
rs7902708 	 nearest_gene_five_prime_end 	 ENSG00000165471 	 MBL2 	 -91732 	 
rs7902871 	 intron_variant 	 ENSG00000187122 	 SLIT1 	 0 	 
rs7903146 	 intron_variant 	 ENSG00000148737 	 TCF7L2 	 0 	 
rs790356 	 intron_variant 	 ENSG00000150672 	 DLG2 	 0 	 
rs7904519 	 intron_variant 	 ENSG00000148737 	 TCF7L2 	 0 	 
rs7904985 	 intron_variant 	 ENSG00000182771 	 GRID1 	 0 	 
rs7905537 	 nearest_gene_five_prime_end 	 ENSG00000099250 	 NRP1 	 -606084 	 
rs79076257 	 nearest_gene_five_prime_end 	 ENSG00000120533 	 ENY2 	 -101930 	 
rs79079833 	 nearest_gene_five_prime_end 	 ENSG00000116774 	 OLFML3 	 -85350 	 
rs7909235 	 intron_variant 	 ENSG00000183230 	 CTNNA3 	 0 	 
rs7909670 	 nearest_gene_five_prime_end 	 ENSG00000123240 	 OPTN 	 -222685 	 
rs7910620 	 intron_variant 	 ENSG00000182771 	 GRID1 	 0 	 
rs7910927 	 intron_variant 	 ENSG00000171988 	 JMJD1C 	 0 	 
rs7911264 	 nearest_gene_five_prime_end 	 ENSG00000152804 	 HHEX 	 -12857 	 
rs7911500 	 nearest_gene_five_prime_end 	 ENSG00000134470 	 IL15RA 	 -17575 	 
rs7911712 	 nearest_gene_five_prime_end 	 ENSG00000187783 	 TMEM72 	 -86994 	 
rs7912580 	 nearest_gene_five_prime_end 	 ENSG00000182010 	 RTKN2 	 -112494 	 
rs7913069 	 nearest_gene_five_prime_end 	 ENSG00000065613 	 SLK 	 -12560 	 
rs7914558 	 intron_variant 	 ENSG00000148842 	 CNNM2 	 0 	 
rs7914606 	 nearest_gene_five_prime_end 	 ENSG00000165678 	 GHITM 	 -793587 	 regulatory
rs7915137 	 nearest_gene_five_prime_end 	 ENSG00000165678 	 GHITM 	 -1029120 	 
rs79156074 	 nearest_gene_five_prime_end 	 ENSG00000205549 	 C9orf92 	 -276076 	 
rs7915779 	 nearest_gene_five_prime_end 	 ENSG00000165476 	 REEP3 	 -36879 	 
rs791595 	 nearest_gene_five_prime_end 	 ENSG00000174697 	 LEP 	 -18535 	 regulatory
rs7916441 	 intron_variant 	 ENSG00000108175 	 ZMIZ1 	 0 	 
rs7916663 	 intron_variant 	 ENSG00000148484 	 RSU1 	 0 	 
rs7916697 	 5_prime_UTR_variant 	 ENSG00000179774 	 ATOH7 	 0 	 
rs7916821 	 missense_variant 	 ENSG00000138347 	 MYPN 	 0 	 
rs7916968 	 nearest_gene_five_prime_end 	 ENSG00000151240 	 DIP2C 	 -23584 	 
rs7919006 	 intron_variant 	 ENSG00000188716 	 DUPD1 	 0 	 
rs7920721 	 nearest_gene_five_prime_end 	 ENSG00000134463 	 ECHDC3 	 -64057 	 
rs7920888 	 nearest_gene_five_prime_end 	 ENSG00000107796 	 ACTA2 	 -67229 	 
rs79212538 	 nearest_gene_five_prime_end 	 ENSG00000132911 	 NMUR2 	 -180175 	 
rs7922491 	 intron_variant 	 ENSG00000185532 	 PRKG1 	 0 	 
rs7923609 	 intron_variant 	 ENSG00000171988 	 JMJD1C 	 0 	 
rs79236614 	 nearest_gene_five_prime_end 	 ENSG00000175445 	 LPL 	 -101231 	 
rs792376 	 intron_variant 	 ENSG00000153944 	 MSI2 	 0 	 
rs7923837 	 nearest_gene_five_prime_end 	 ENSG00000152804 	 HHEX 	 -32208 	 
rs7924176 	 intron_variant 	 ENSG00000156110 	 ADK 	 0 	 
rs79243044 	 nearest_gene_five_prime_end 	 ENSG00000181616 	 OR52H1 	 -10698 	 
rs7924357 	 nearest_gene_five_prime_end 	 ENSG00000166670 	 MMP10 	 -23307 	 
rs7926971 	 intron_variant 	 ENSG00000187079 	 TEAD1 	 0 	 
rs7927044 	 nearest_gene_five_prime_end 	 ENSG00000134954 	 ETS1 	 -695787 	 
rs7927370 	 missense_variant 	 ENSG00000181958 	 OR4A15 	 0 	 
rs7927894 	 nearest_gene_five_prime_end 	 ENSG00000137507 	 LRRC32 	 -80475 	 
rs7927997 	 nearest_gene_five_prime_end 	 ENSG00000137507 	 LRRC32 	 -80416 	 
rs79285331 	 intron_variant 	 ENSG00000206075 	 SERPINB5 	 0 	 
rs7928758 	 intron_variant 	 ENSG00000109956 	 B3GAT1 	 0 	 
rs7928794 	 intron_variant 	 ENSG00000166326 	 TRIM44 	 0 	 
rs7929679 	 nearest_gene_five_prime_end 	 ENSG00000110435 	 PDHX 	 -131527 	 
rs792975 	 intron_variant 	 ENSG00000113719 	 ERGIC1 	 0 	 
rs7930295 	 downstream_gene_variant 	 ENSG00000149557 	 FEZ1 	 0 	 
rs7930940 	 intron_variant 	 ENSG00000166961 	 MS4A15 	 0 	 
rs793108 	 nearest_gene_five_prime_end 	 ENSG00000183621 	 ZNF438 	 -94239 	 
rs7931342 	 nearest_gene_five_prime_end 	 ENSG00000172927 	 MYEOV 	 -67108 	 
rs7931462 	 nearest_gene_five_prime_end 	 ENSG00000134640 	 MTNR1B 	 -81316 	 
rs7932354 	 upstream_gene_variant 	 ENSG00000175213,ENSG00000175220 	 ZNF408,ARHGAP1 	 0 	 
rs7932813 	 downstream_gene_variant 	 ENSG00000183378 	 OVCH2 	 0 	 
rs7936247 	 nearest_gene_five_prime_end 	 ENSG00000134640 	 MTNR1B 	 -12854 	 
rs7937 	 3_prime_UTR_variant 	 ENSG00000167578 	 RAB4B 	 0 	 
rs7937106 	 nearest_gene_five_prime_end 	 ENSG00000152404 	 CWF19L2 	 -25741 	 
rs7937890 	 nearest_gene_five_prime_end 	 ENSG00000133818 	 RRAS2 	 -10432 	 regulatory
rs7937898 	 intron_variant 	 ENSG00000187079 	 TEAD1 	 0 	 
rs793834 	 intron_variant 	 ENSG00000146038 	 DCDC2 	 0 	 
rs79384503 	 intron_variant 	 ENSG00000100023 	 PPIL2 	 0 	 
rs7939886 	 upstream_gene_variant 	 ENSG00000174937 	 OR5M3 	 0 	 
rs7940423 	 intron_variant 	 ENSG00000110328 	 GALNT18 	 0 	 
rs7940646 	 intron_variant 	 ENSG00000072952 	 MRVI1 	 0 	 
rs7940866 	 nearest_gene_five_prime_end 	 ENSG00000120451 	 SNX19 	 -31174 	 regulatory
rs7941030 	 upstream_gene_variant 	 ENSG00000154127 	 UBASH3B 	 0 	 
rs7941534 	 nearest_gene_five_prime_end 	 ENSG00000137656 	 BUD13 	 -243323 	 
rs794185 	 intron_variant 	 ENSG00000144455 	 SUMF1 	 0 	 
rs79436609 	 intron_variant 	 ENSG00000155890 	 TRIM42 	 0 	 
rs7943953 	 upstream_gene_variant 	 ENSG00000166884 	 OR4D6 	 0 	 
rs7944004 	 nearest_gene_five_prime_end 	 ENSG00000064201 	 TSPAN32 	 -12075 	 
rs7944584 	 intron_variant 	 ENSG00000110514 	 MADD 	 0 	 
rs7945071 	 nearest_gene_five_prime_end 	 ENSG00000137714 	 FDX1 	 -56685 	 
rs79460104 	 nearest_gene_five_prime_end 	 ENSG00000204612 	 FOXB2 	 -23943 	 
rs79464052 	 intron_variant 	 ENSG00000120318 	 ARAP3 	 0 	 
rs794728 	 nearest_gene_five_prime_end 	 ENSG00000120149 	 MSX2 	 -278550 	 
rs7947821 	 intron_variant 	 ENSG00000137692 	 DCUN1D5 	 0 	 
rs7947981 	 intron_variant 	 ENSG00000053918 	 KCNQ1 	 0 	 
rs79480871 	 nearest_gene_five_prime_end 	 ENSG00000084676 	 NCOA1 	 -20311 	 
rs7948471 	 intron_variant 	 ENSG00000213931,ENSG00000196565 	 HBE1,HBG2 	 0 	 
rs7950069 	 intron_variant 	 ENSG00000182985 	 CADM1 	 0 	 
rs7950726 	 upstream_gene_variant 	 ENSG00000176742 	 OR51V1 	 0 	 
rs7950811 	 nearest_gene_five_prime_end 	 ENSG00000134640 	 MTNR1B 	 -51884 	 
rs79509430 	 missense_variant 	 ENSG00000095397 	 DFNB31 	 0 	 
rs7951105 	 nearest_gene_five_prime_end 	 ENSG00000148948 	 LRRC4C 	 -2449530 	 
